OBJECTID,NAME,State,County,GEOid_1,GEOdisplay,HH0V_15,HH0V_14,HH0V_13,HH0V_12,HH0V_11,HH1V_15,HH1V_14,HH1V_13,HH1V_12,HH1V_11,HH2V_15,HH2V_14,HH2V_13,HH2V_12,HH2V_11,HH3V_15,HH3V_14,HH3V_13,HH3V_12,HH3V_11,HH4V_15,HH4V_14,HH4V_13,HH4V_12,HH4V_11,P1HH0V_15,P1HH0V_14,P1HH0V_13,P1HH0V_12,P1HH0V_11,P1HH1V_15,P1HH1V_14,P1HH1V_13,P1HH1V_12,P1HH1V_11,P1HH2V_15,P1HH2V_14,P1HH2V_13,P1HH2V_12,P1HH2V_11,P1HH3V_15,P1HH3V_14,P1HH3V_13,P1HH3V_12,P1HH3V_11,P1HH4V_15,P1HH4V_14,P1HH4V_13,P1HH4V_12,P1HH4V_11,P2HH0V_15,P2HH0V_14,P2HH0V_13,P2HH0V_12,P2HH0V_11,P2HH1V_15,P2HH1V_14,P2HH1V_13,P2HH1V_12,P2HH1V_11,P2HH2V_15,P2HH2V_14,P2HH2V_13,P2HH2V_12,P2HH2V_11,P2HH3V_15,P2HH3V_14,P2HH3V_13,P2HH3V_12,P2HH3V_11,P2HH4V_15,P2HH4V_14,P2HH4V_13,P2HH4V_12,P2HH4V_11,P3HH0V_15,P3HH0V_14,P3HH0V_13,P3HH0V_12,P3HH0V_11,P3HH1V_15,P3HH1V_14,P3HH1V_13,P3HH1V_12,P3HH1V_11,P3HH2V_15,P3HH2V_14,P3HH2V_13,P3HH2V_12,P3HH2V_11,P3HH3V_15,P3HH3V_14,P3HH3V_13,P3HH3V_12,P3HH3V_11,P3HH4V_15,P3HH4V_14,P3HH4V_13,P3HH4V_12,P3HH4V_11,P4HH0V_15,P4HH0V_14,P4HH0V_13,P4HH0V_12,P4HH0V_11,P4HH1V_15,P4HH1V_14,P4HH1V_13,P4HH1V_12,P4HH1V_11,P4HH2V_15,P4HH2V_14,P4HH2V_13,P4HH2V_12,P4HH2V_11,P4HH3V_15,P4HH3V_14,P4HH3V_13,P4HH3V_12,P4HH3V_11,P4HH4V_15,P4HH4V_14,P4HH4V_13,P4HH4V_12,P4HH4V_11,CT
453,7015.06,Maryland,Montgomery,1400000US24031701506,"Census Tract 7015.06, Montgomery County, Maryland",2.75,3.73,3.71,2.19,2.95,27.69,24.68,24.03,30.37,30.12,43.72,46.08,46.55,44.43,46.66,22.37,22.13,21.28,18.17,14.64,3.48,3.39,4.44,4.84,5.62,5.65,4.22,1.90,2.02,4.72,85.88,87.66,98.10,94.70,91.01,6.78,8.12,0.00,3.28,4.27,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.53,7.00,7.76,4.20,4.26,17.54,14.16,7.45,8.55,10.41,63.98,65.28,65.99,67.17,70.98,15.96,11.77,15.68,17.24,10.88,0.00,1.79,3.11,2.85,3.47,2.02,0.00,0.00,0.00,0.00,3.70,5.07,2.92,11.32,6.44,49.83,49.64,55.19,51.70,52.97,39.06,42.39,36.36,31.32,30.20,5.39,2.90,5.52,5.66,10.40,1.40,1.16,0.02,0.67,0.97,13.60,11.24,12.06,17.33,11.07,40.60,41.86,45.53,42.67,50.87,35.20,37.98,32.30,27.78,25.83,9.20,7.75,8.17,11.56,11.26,24031701506
454,7016.02,Maryland,Montgomery,1400000US24031701602,"Census Tract 7016.02, Montgomery County, Maryland",11.92,11.01,11.62,12.24,11.65,31.89,34.62,30.56,24.90,27.08,40.84,38.99,41.06,45.13,45.17,10.44,8.97,8.08,11.16,11.52,4.91,6.41,8.67,6.57,4.58,15.87,3.79,10.05,14.22,7.50,74.07,84.83,60.73,56.86,65.00,10.05,11.37,29.22,28.92,27.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.82,16.25,15.09,25.27,38.62,36.40,35.02,41.82,33.33,23.17,45.59,42.24,35.85,35.90,32.11,0.00,0.00,0.00,0.00,0.00,9.19,6.50,7.23,5.49,6.10,12.08,7.37,19.84,13.57,16.67,46.67,44.70,31.52,17.19,6.48,33.33,40.09,39.69,65.61,69.91,2.92,3.23,4.28,3.62,6.94,5.00,4.61,4.67,0.00,0.00,11.98,11.87,0.08,7.88,4.28,19.77,21.86,18.98,17.60,23.03,46.86,43.62,46.17,46.47,47.48,16.73,14.54,13.98,18.32,18.75,4.66,8.11,12.43,9.72,6.47,24031701602
455,7017.02,Maryland,Montgomery,1400000US24031701702,"Census Tract 7017.02, Montgomery County, Maryland",20.66,17.75,25.00,22.23,21.24,51.61,59.20,54.70,57.29,57.41,23.77,19.81,18.59,18.41,19.44,2.89,1.73,0.75,2.07,1.90,1.07,1.52,0.96,0.00,0.00,30.89,28.05,30.61,29.24,24.62,67.75,70.54,68.11,68.15,71.79,1.36,1.42,1.28,2.61,3.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.71,15.13,25.68,20.60,19.53,38.85,51.97,50.00,56.37,52.02,38.85,28.29,21.23,21.14,24.42,0.00,0.00,0.00,1.90,4.03,3.60,4.61,3.08,0.00,0.00,19.19,9.48,9.76,9.21,0.00,51.52,71.55,79.27,67.11,85.71,20.20,15.52,10.98,23.68,14.29,9.09,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,5.30,0.18,14.39,29.63,38.83,37.75,20.00,24.46,0.00,47.34,49.01,57.65,51.80,70.37,9.57,7.95,4.12,9.35,0.00,0.00,0.00,0.00,0.00,0.00,24031701702
456,7018,Maryland,Montgomery,1400000US24031701800,"Census Tract 7018, Montgomery County, Maryland",11.04,12.14,12.32,14.20,14.47,47.15,47.21,43.66,42.13,43.00,33.66,31.33,35.20,36.91,35.50,4.57,5.64,5.92,6.01,5.94,3.59,3.69,2.91,0.74,1.09,23.46,24.24,22.73,21.37,20.72,71.85,71.53,70.57,69.09,62.48,4.69,4.24,4.55,7.26,15.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.15,2.28,1.57,15.21,16.40,16.31,17.88,12.73,34.34,33.28,35.24,32.54,36.85,45.63,44.64,42.90,42.18,43.72,4.82,5.68,5.55,7.40,6.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.62,3.85,53.80,53.83,53.06,50.49,47.44,40.00,39.05,41.67,42.72,37.82,5.63,5.80,5.28,5.18,10.90,0.56,1.32,0.00,0.00,0.00,1.69,4.71,0.08,8.31,15.42,37.83,37.18,24.75,18.77,16.97,37.35,32.24,46.71,60.32,54.24,7.71,11.06,11.78,11.80,10.54,15.42,14.82,9.18,0.80,2.83,24031701800
457,8005.05,Maryland,Prince George's,1400000US24033800505,"Census Tract 8005.05, Prince George's County, Maryland",1.05,0.56,0.00,1.11,2.33,30.12,26.17,27.35,29.33,31.00,39.66,47.33,41.82,35.56,32.67,18.68,14.37,18.72,19.33,17.67,10.49,11.58,12.11,14.67,16.33,3.88,2.44,0.00,0.00,0.00,72.87,72.20,78.89,80.00,81.22,22.09,23.90,19.44,20.00,18.78,0.00,0.00,0.00,0.00,0.00,1.16,1.46,1.67,0.00,0.00,0.00,0.00,0.00,5.26,9.55,10.00,11.34,19.63,20.53,19.55,71.85,77.73,64.02,47.37,47.27,13.33,7.56,13.08,23.68,20.45,4.81,3.36,3.27,3.16,3.18,0.00,0.00,0.00,0.00,0.00,31.58,25.00,16.03,15.60,20.71,38.95,50.98,51.05,47.71,42.42,17.37,14.22,20.68,22.48,20.20,12.11,9.80,12.24,14.22,16.67,0.00,0.00,0.00,0.00,0.00,5.11,3.59,8.43,6.86,8.18,22.55,34.66,30.65,29.96,24.54,46.38,32.67,34.48,28.88,27.51,25.96,29.08,26.44,34.30,39.78,24033800505
458,6051.02,Maryland,Howard,1400000US24027605102,"Census Tract 6051.02, Howard County, Maryland",0.83,2.15,1.63,1.81,1.50,14.24,12.55,12.46,7.95,7.48,42.18,46.36,47.65,48.46,47.15,26.91,23.16,19.77,22.55,25.74,15.84,15.78,18.48,19.23,18.14,0.00,6.21,7.65,8.16,5.97,60.82,44.83,48.47,39.80,40.30,32.99,36.55,33.67,42.86,44.28,6.19,12.41,10.20,9.18,9.45,0.00,0.00,0.00,0.00,0.00,0.00,1.78,1.54,1.81,1.48,14.12,12.89,11.36,7.58,7.16,60.88,61.04,55.98,54.41,53.33,16.45,16.74,15.50,22.96,28.02,8.55,7.54,15.62,13.24,10.00,0.00,0.00,0.00,0.00,0.00,3.46,4.20,9.51,4.77,2.02,37.26,43.19,41.90,44.69,53.24,45.28,42.02,34.01,37.31,33.81,13.99,10.59,14.57,13.23,10.93,1.92,2.47,0.01,1.43,1.35,9.15,8.60,8.24,3.72,3.96,35.54,41.28,46.33,46.14,39.96,28.77,20.26,18.37,18.21,23.26,24.62,27.40,25.70,30.51,31.47,24027605102
459,7008.15,Maryland,Montgomery,1400000US24031700815,"Census Tract 7008.15, Montgomery County, Maryland",7.13,5.68,4.05,4.41,1.23,32.86,36.87,35.86,33.19,29.80,46.83,46.56,45.72,45.49,49.34,10.00,7.39,8.17,11.10,13.83,3.20,3.50,6.21,5.80,5.80,5.08,4.77,4.77,3.98,1.19,91.15,87.92,91.70,89.56,75.89,3.77,7.31,3.53,6.45,19.96,0.00,0.00,0.00,0.00,2.96,0.00,0.00,0.00,0.00,0.00,2.12,2.88,0.00,0.00,0.00,11.15,23.80,20.36,24.56,25.64,76.15,66.35,79.64,75.44,74.36,10.58,6.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,17.41,15.76,15.73,27.47,26.54,72.47,75.15,68.35,62.34,63.62,7.09,7.27,12.43,10.20,9.84,2.02,1.82,3.50,0.00,0.00,14.62,12.44,0.08,9.32,2.93,19.42,21.18,21.89,10.82,7.50,41.18,43.60,40.77,42.28,39.98,17.19,13.42,14.94,22.55,32.47,7.59,9.36,14.52,15.03,17.12,24031700815
460,7008.2,Maryland,Montgomery,1400000US24031700820,"Census Tract 7008.20, Montgomery County, Maryland",7.21,6.17,2.63,3.02,2.58,42.50,42.83,40.61,22.90,27.51,40.55,38.08,39.39,46.88,41.36,5.36,8.07,14.55,19.98,20.53,4.39,4.84,2.83,7.21,8.02,16.59,6.95,3.70,0.00,0.00,59.72,57.53,70.37,47.83,66.42,23.70,18.92,3.09,26.09,19.71,0.00,16.60,22.84,26.09,13.87,0.00,0.00,0.00,0.00,0.00,5.05,7.39,0.84,0.50,0.00,51.85,46.13,38.66,20.15,23.88,41.08,46.48,53.22,62.44,54.61,2.02,0.00,7.28,16.92,21.51,0.00,0.00,0.00,0.00,0.00,14.12,13.20,11.11,12.89,9.47,36.47,48.22,54.25,30.67,24.91,27.06,16.24,17.65,15.56,25.96,11.76,8.63,16.99,16.44,15.79,10.59,13.71,0.00,24.44,23.86,0.00,0.00,0.00,0.00,0.00,27.01,24.28,21.07,10.56,12.38,56.90,60.06,52.83,58.10,50.00,8.33,7.99,17.30,24.65,29.70,7.76,7.67,8.81,6.69,7.92,24031700820
461,7008.23,Maryland,Montgomery,1400000US24031700823,"Census Tract 7008.23, Montgomery County, Maryland",0.00,0.00,0.00,0.00,0.00,25.20,27.60,27.78,28.50,24.92,58.38,54.86,50.70,49.58,49.35,12.95,12.01,14.59,15.42,15.03,3.48,5.54,6.92,6.50,10.70,0.00,0.00,0.00,0.00,0.00,59.12,59.65,71.82,75.00,78.30,40.88,32.75,22.27,18.30,15.57,0.00,7.60,5.91,6.70,6.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,34.21,30.34,28.01,20.41,72.39,62.50,66.29,68.06,75.51,2.61,3.29,3.37,3.93,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,17.29,10.08,5.75,5.58,62.55,65.04,61.69,64.75,65.06,16.73,9.77,17.74,18.39,19.70,4.73,7.89,10.48,11.11,9.67,0.00,0.00,0.00,0.00,0.00,17.92,7.12,6.33,15.62,12.54,39.78,46.26,39.33,37.54,28.49,32.62,30.96,35.00,32.13,29.06,9.68,15.66,19.33,14.71,29.91,24031700823
462,7008.28,Maryland,Montgomery,1400000US24031700828,"Census Tract 7008.28, Montgomery County, Maryland",3.46,3.68,7.95,7.99,6.15,26.61,22.18,16.70,17.69,19.46,46.89,53.56,51.48,49.54,48.32,19.01,16.09,22.27,22.37,20.58,4.03,4.48,1.59,2.40,5.48,5.24,5.86,26.57,33.86,30.90,79.04,74.77,64.25,54.50,52.81,10.48,13.51,9.18,11.64,16.29,5.24,5.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.63,4.46,6.67,3.37,0.00,14.67,8.18,6.22,6.74,0.00,68.34,78.07,75.11,80.90,69.78,12.36,9.29,12.00,8.99,14.39,0.00,0.00,0.00,0.00,15.83,4.35,5.60,0.00,0.00,0.00,4.35,4.00,0.00,16.67,25.64,47.10,52.00,34.27,37.50,33.97,36.96,28.80,59.55,43.33,40.38,7.25,9.60,6.18,2.50,0.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,0.00,0.00,0.00,58.26,63.39,75.56,66.17,75.47,28.93,25.98,23.33,28.25,14.34,10.33,10.63,1.11,5.58,10.19,24031700828
463,7008.3,Maryland,Montgomery,1400000US24031700830,"Census Tract 7008.30, Montgomery County, Maryland",6.56,5.85,10.85,4.25,4.17,41.48,38.60,38.49,46.91,43.58,40.66,40.74,43.30,38.71,43.03,10.57,14.13,7.36,10.14,9.22,0.73,0.68,0.00,0.00,0.00,7.39,9.13,15.56,4.69,7.95,85.21,74.04,68.44,86.33,78.24,7.39,16.83,16.00,8.98,13.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.92,9.94,19.03,6.44,2.09,35.64,35.09,27.10,30.17,32.40,37.37,29.81,42.90,38.98,49.83,11.07,25.16,10.97,24.41,15.68,0.00,0.00,0.00,0.00,0.00,2.25,4.04,8.08,5.24,7.22,26.58,31.39,30.38,37.10,33.33,50.90,48.88,44.62,48.79,44.44,20.27,15.70,16.92,8.87,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.89,21.61,34.34,35.44,27.80,67.55,65.20,65.66,59.92,66.34,12.91,10.62,0.00,4.64,5.85,2.65,2.56,0.00,0.00,0.00,24031700830
464,7008.34,Maryland,Montgomery,1400000US24031700834,"Census Tract 7008.34, Montgomery County, Maryland",4.52,3.03,3.11,0.76,1.79,37.94,35.62,35.25,39.21,37.72,40.94,47.95,46.77,43.93,42.91,9.99,7.65,10.31,10.39,11.59,6.61,5.76,4.55,5.72,6.00,0.00,0.00,0.00,0.00,0.00,73.32,72.91,71.54,66.89,76.04,26.68,27.09,28.46,33.11,23.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90,2.83,3.21,2.03,3.99,33.26,31.98,30.57,39.16,42.99,49.31,56.07,57.55,50.23,45.05,13.53,9.11,8.68,5.30,4.38,0.00,0.00,0.00,3.28,3.60,8.73,2.33,3.46,0.00,0.00,28.84,28.00,29.00,33.50,39.41,41.01,52.67,40.69,30.05,19.21,17.99,14.00,26.84,36.45,41.38,3.44,3.00,0.00,0.00,0.00,5.40,5.80,0.05,0.00,0.00,22.30,15.58,19.64,27.00,13.97,44.60,53.44,50.83,47.39,56.42,8.99,8.51,11.72,12.20,15.46,18.71,16.67,13.04,13.41,14.15,24031700834
465,7009.02,Maryland,Montgomery,1400000US24031700902,"Census Tract 7009.02, Montgomery County, Maryland",7.34,7.48,8.91,9.20,7.89,33.28,32.70,38.89,31.72,36.88,31.52,32.05,31.62,37.22,35.47,17.32,16.52,13.24,11.67,12.21,10.53,11.26,7.35,10.19,7.56,5.34,7.94,12.81,16.48,15.68,89.32,85.05,84.30,65.52,64.11,1.42,2.34,2.89,18.01,20.21,3.91,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.84,11.01,9.57,3.46,1.37,21.28,22.25,24.40,23.56,32.14,47.60,46.60,51.20,59.35,58.52,13.27,10.07,5.50,6.24,5.77,8.01,10.07,9.33,7.39,2.20,11.16,13.11,8.65,13.50,4.55,13.49,17.96,20.54,11.66,18.75,46.05,54.37,60.54,67.48,64.77,23.72,8.25,4.32,0.00,0.00,5.58,6.31,5.95,7.36,11.93,3.13,0.00,0.06,8.89,9.81,13.75,22.70,34.83,26.11,29.18,26.25,20.00,14.25,10.83,11.14,30.31,35.41,34.56,31.94,33.42,26.56,21.89,10.55,22.22,16.45,24031700902
466,7009.04,Maryland,Montgomery,1400000US24031700904,"Census Tract 7009.04, Montgomery County, Maryland",24.43,28.31,23.42,22.58,27.44,51.21,51.25,47.21,51.83,50.68,22.00,16.84,25.62,23.83,20.15,1.32,2.57,2.20,1.76,1.73,1.03,1.03,1.54,0.00,0.00,36.65,44.52,39.17,37.57,40.61,63.35,55.48,60.83,62.43,59.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.88,16.92,13.87,17.11,20.42,54.60,65.23,54.05,56.05,50.45,29.53,17.85,32.08,26.84,29.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.23,5.98,0.00,0.00,0.00,33.99,36.41,27.17,34.58,14.66,36.95,45.65,55.98,62.15,81.68,3.94,4.35,5.43,3.27,3.66,6.90,7.61,11.41,0.00,0.00,13.62,18.61,0.12,13.85,19.86,31.91,32.03,11.76,31.28,58.90,50.21,37.66,66.18,46.15,10.27,4.26,11.69,9.80,8.72,10.96,0.00,0.00,0.00,0.00,0.00,24031700904
467,7010.01,Maryland,Montgomery,1400000US24031701001,"Census Tract 7010.01, Montgomery County, Maryland",1.86,2.38,5.11,5.60,5.23,35.96,34.30,32.92,32.09,32.70,49.24,46.48,46.88,46.22,43.85,10.09,12.66,10.26,12.26,14.44,2.84,4.17,4.82,3.83,3.78,2.67,3.05,12.95,15.68,15.77,83.95,89.67,83.47,80.69,81.64,9.26,3.29,1.99,1.91,2.59,2.47,2.11,1.59,1.72,0.00,1.65,1.88,0.00,0.00,0.00,0.00,1.71,3.65,3.87,4.94,22.59,20.06,19.79,19.35,21.86,74.31,70.45,69.25,66.22,59.94,3.10,7.78,7.31,8.33,11.28,0.00,0.00,0.00,2.23,1.97,1.93,1.91,2.09,0.00,0.00,23.43,19.57,8.82,10.81,13.99,53.14,51.55,65.20,64.62,51.65,13.53,15.51,9.51,18.01,27.74,7.97,11.46,14.39,6.57,6.62,3.03,2.97,0.02,2.14,0.00,17.47,19.90,20.80,15.91,17.43,55.08,47.99,46.76,48.69,53.11,21.39,23.91,22.90,25.18,21.84,3.03,5.24,7.63,8.08,7.62,24031701001
468,7010.07,Maryland,Montgomery,1400000US24031701007,"Census Tract 7010.07, Montgomery County, Maryland",3.29,1.97,2.12,3.16,5.59,44.49,43.48,45.90,40.60,39.03,40.54,45.16,42.37,45.20,48.52,10.74,9.10,9.60,10.49,6.33,0.95,0.29,0.00,0.55,0.54,7.84,3.18,3.80,3.95,12.79,85.99,90.45,91.72,90.57,84.65,6.18,6.36,4.47,5.48,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,2.51,0.00,1.84,2.13,26.35,23.60,25.77,20.37,19.05,60.48,69.05,69.51,70.95,75.04,10.78,4.84,4.72,6.84,3.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,9.66,8.43,21.03,13.86,9.50,0.00,17.42,56.22,55.45,62.50,68.18,65.17,21.03,28.71,21.50,22.16,8.99,1.72,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.84,22.90,36.24,25.11,25.65,44.39,57.48,33.03,39.21,50.93,20.56,19.63,30.73,32.16,20.45,4.21,0.00,0.00,3.52,2.97,24031701007
469,7012.01,Maryland,Montgomery,1400000US24031701201,"Census Tract 7012.01, Montgomery County, Maryland",8.66,7.62,6.94,7.86,9.68,34.82,33.33,35.45,35.97,34.78,40.93,41.83,39.08,44.11,44.23,11.71,12.63,14.21,10.73,6.31,3.87,4.59,4.32,1.34,5.00,15.34,16.38,12.73,17.78,29.31,79.48,71.12,73.90,68.36,49.54,2.39,8.19,9.60,13.86,21.15,2.79,4.31,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.11,8.87,9.10,7.88,4.08,27.01,27.58,29.97,37.58,42.27,58.31,56.99,52.16,48.49,47.47,4.57,6.56,8.77,6.05,4.70,0.00,0.00,0.00,0.00,1.48,0.00,0.00,0.00,0.00,0.00,18.30,19.23,17.33,7.07,14.00,34.38,41.63,42.59,63.17,69.78,47.32,31.45,32.57,28.29,11.55,0.00,7.69,7.52,1.46,4.67,6.13,3.79,0.03,5.08,4.17,17.15,18.71,20.25,26.65,20.31,54.52,49.00,41.14,47.21,42.71,9.19,13.81,17.72,15.23,13.02,13.02,14.70,18.35,5.84,19.79,24031701201
470,7012.06,Maryland,Montgomery,1400000US24031701206,"Census Tract 7012.06, Montgomery County, Maryland",3.15,0.63,1.74,1.73,1.74,27.41,25.52,24.16,21.75,21.24,56.56,55.71,53.32,55.24,55.72,8.18,11.81,14.49,15.06,16.06,4.71,6.33,6.28,6.22,5.23,5.19,5.71,9.12,10.28,7.94,82.70,89.39,82.85,74.30,63.54,12.11,4.90,8.03,15.42,28.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.34,0.00,0.00,0.00,0.00,19.45,17.20,19.61,16.90,19.47,65.69,76.45,67.85,67.34,69.87,2.20,2.99,7.40,10.21,8.53,5.32,3.36,5.14,5.55,2.13,0.00,0.00,2.62,4.12,4.27,25.84,17.33,9.27,11.54,3.99,49.90,52.76,54.03,54.40,49.00,18.74,17.14,19.15,14.84,27.64,5.52,12.76,14.92,15.11,15.10,1.65,0.00,0.00,0.00,0.00,14.62,18.02,16.73,16.95,15.44,69.81,58.85,57.16,54.24,54.77,8.49,17.05,22.18,24.38,24.16,5.42,6.08,3.93,4.43,5.64,24031701206
471,8035.12,Maryland,Prince George's,1400000US24033803512,"Census Tract 8035.12, Prince George's County, Maryland",4.10,3.34,3.42,4.71,4.21,34.10,37.53,37.84,33.42,31.01,36.66,33.38,34.03,32.08,35.97,16.89,14.59,14.51,16.82,14.85,8.25,11.17,10.19,12.97,13.97,5.92,3.74,4.97,8.76,10.87,80.99,81.96,85.09,81.26,74.74,11.16,12.37,9.94,9.98,9.40,0.00,0.00,0.00,0.00,4.99,1.93,1.93,0.00,0.00,0.00,0.00,0.00,0.00,2.87,3.05,10.27,15.57,18.78,14.61,12.68,46.97,52.96,56.48,48.98,61.85,28.62,18.10,14.90,21.08,14.67,14.14,13.37,9.84,12.46,7.75,0.00,0.00,0.00,0.00,0.00,30.92,26.25,26.16,19.32,21.81,42.14,40.56,44.30,44.50,34.57,11.22,14.97,17.51,20.78,23.67,15.71,18.22,12.03,15.40,19.95,9.16,9.63,0.09,6.70,0.00,0.00,5.50,7.19,10.29,8.12,55.31,36.15,27.93,20.57,28.63,30.77,32.42,32.03,30.62,22.44,4.76,16.31,23.61,31.82,40.81,24033803512
472,8035.13,Maryland,Prince George's,1400000US24033803513,"Census Tract 8035.13, Prince George's County, Maryland",8.17,9.09,10.27,9.65,9.95,55.80,66.49,61.28,58.59,56.60,22.13,15.60,21.16,22.89,24.04,8.80,6.67,6.20,7.68,8.28,5.11,2.15,1.09,1.19,1.13,9.57,7.81,9.95,9.16,6.68,75.31,83.28,85.76,84.94,88.66,10.71,5.39,4.28,5.90,4.65,4.41,3.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,13.74,11.47,16.31,14.26,47.77,52.42,47.25,40.43,35.57,31.25,20.10,30.28,25.53,33.39,13.84,10.18,7.80,15.43,14.09,0.00,3.56,3.21,2.30,2.68,2.79,3.30,2.80,0.00,0.00,60.68,66.07,50.70,54.29,47.78,25.70,21.62,30.53,30.36,34.47,10.84,9.01,15.97,15.36,17.75,0.00,0.00,0.00,0.00,0.00,11.41,14.73,0.19,7.11,20.13,15.32,23.66,18.32,17.39,17.82,33.63,40.18,48.85,64.43,49.17,10.51,9.82,10.69,7.11,10.56,29.13,11.61,2.67,3.95,2.31,24033803513
473,8035.2,Maryland,Prince George's,1400000US24033803520,"Census Tract 8035.20, Prince George's County, Maryland",0.00,0.00,0.00,0.00,0.00,25.26,27.83,31.94,25.07,19.65,45.25,46.07,41.96,42.34,47.41,20.65,19.24,20.40,25.58,23.37,8.84,6.87,5.70,7.01,9.57,0.00,0.00,0.00,0.00,0.00,65.80,84.09,78.93,69.14,67.64,34.20,15.91,21.07,30.86,32.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.45,26.49,30.24,11.11,4.20,49.72,52.24,47.98,50.53,57.48,15.77,12.31,16.53,26.19,28.08,12.06,8.96,5.24,12.17,10.24,0.00,0.00,0.00,0.00,0.00,17.39,16.41,21.28,8.73,11.45,41.90,41.60,28.09,50.60,57.53,25.69,25.57,33.19,30.12,27.41,15.02,16.41,17.45,10.54,3.61,0.00,0.00,0.00,0.00,0.00,7.12,5.00,5.85,10.49,7.61,48.30,57.89,58.24,36.73,39.37,39.63,35.79,32.71,47.84,32.02,4.95,1.32,3.19,4.94,21.00,24033803520
474,8035.21,Maryland,Prince George's,1400000US24033803521,"Census Tract 8035.21, Prince George's County, Maryland",9.82,9.02,10.55,10.06,9.88,22.50,18.79,25.52,25.38,26.49,38.46,38.96,37.92,36.84,37.52,21.87,26.53,22.90,22.22,23.09,7.35,6.71,3.10,5.51,3.01,29.37,29.47,22.45,31.28,29.88,43.50,49.74,57.35,60.43,63.69,24.44,17.37,16.94,4.74,3.73,2.69,3.42,3.27,3.55,2.70,0.00,0.00,0.00,0.00,0.00,5.71,5.64,11.70,6.96,2.95,29.01,21.50,21.10,21.91,16.22,31.43,35.28,37.61,36.86,41.59,25.93,27.97,23.17,29.64,35.99,7.91,9.60,6.42,4.64,3.24,7.37,6.37,7.31,0.00,0.00,12.11,3.75,1.83,2.11,0.00,63.16,65.92,74.89,72.57,63.91,17.37,23.97,15.98,17.30,31.95,0.00,0.00,0.00,8.02,4.14,0.00,0.00,0.00,0.00,0.00,6.61,3.81,9.59,10.51,10.81,45.78,43.54,42.29,46.34,54.24,33.49,41.06,43.61,33.77,29.66,14.13,11.59,4.51,9.38,5.30,24033803521
475,8035.25,Maryland,Prince George's,1400000US24033803525,"Census Tract 8035.25, Prince George's County, Maryland",14.96,15.62,15.98,14.05,16.59,49.86,54.97,56.22,60.84,61.14,31.98,24.78,22.71,18.42,14.91,3.20,4.62,5.09,1.95,5.24,0.00,0.00,0.00,4.74,2.13,16.56,13.82,16.50,11.75,20.20,60.66,64.69,63.35,63.39,70.20,21.12,19.30,18.20,21.31,9.61,1.66,2.19,1.94,3.55,0.00,0.00,0.00,0.00,0.00,0.00,19.61,16.40,20.09,17.20,17.61,50.14,59.33,61.42,68.06,69.03,28.57,22.47,17.12,14.74,13.35,1.68,1.80,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.20,19.57,14.11,12.67,13.73,20.81,28.26,19.63,42.00,25.75,66.47,38.59,57.06,40.00,35.19,7.51,13.59,9.20,5.33,25.32,0.00,0.00,0.00,0.00,0.00,0.00,11.48,0.04,12.50,8.09,44.00,31.15,61.38,53.95,74.26,42.00,40.98,13.79,0.00,0.00,14.00,16.39,20.69,0.00,0.00,0.00,0.00,0.00,33.55,17.65,24033803525
